question_id,related_question_id,related_comment_id,jaccard_distance,length_difference,cosine_similarity,w2v_cosine_similarity,relevance
Q281,Q281_R49,Q281_R49_C8,1.0,6,0.705,0.054,Bad
Q281,Q281_R49,Q281_R49_C9,0.871,46,0.868,0.381,PotentiallyUseful
Q281,Q281_R49,Q281_R49_C10,1.0,59,0.722,0.302,PotentiallyUseful
Q281,Q281_R56,Q281_R56_C1,1.0,40,0.677,0.333,Good
Q281,Q281_R56,Q281_R56_C2,1.0,47,0.86,0.289,Bad
Q281,Q281_R56,Q281_R56_C3,1.0,34,0.447,0.205,Good
Q281,Q281_R56,Q281_R56_C4,0.917,19,0.523,0.424,Good
Q281,Q281_R56,Q281_R56_C5,0.981,231,0.89,0.357,Good
Q281,Q281_R56,Q281_R56_C6,1.0,162,0.88,0.379,Good
Q281,Q281_R56,Q281_R56_C7,0.833,58,0.86,0.489,Good
Q281,Q281_R56,Q281_R56_C8,0.938,187,0.897,0.417,Good
Q281,Q281_R56,Q281_R56_C9,0.941,330,0.911,0.527,Good
Q281,Q281_R56,Q281_R56_C10,0.907,136,0.889,0.554,Good
Q281,Q281_R58,Q281_R58_C1,0.905,54,0.961,0.389,Good
Q281,Q281_R58,Q281_R58_C2,0.745,32,0.957,0.741,Bad
Q281,Q281_R58,Q281_R58_C3,0.875,33,0.939,0.53,Good
Q281,Q281_R58,Q281_R58_C4,0.952,204,0.81,0.285,Good
Q281,Q281_R58,Q281_R58_C5,0.95,74,0.914,0.28,Good
Q281,Q281_R58,Q281_R58_C6,0.944,240,0.955,0.26,Good
Q281,Q281_R58,Q281_R58_C7,0.923,285,0.959,0.366,Good
Q281,Q281_R58,Q281_R58_C8,0.894,496,0.968,0.481,Good
Q281,Q281_R58,Q281_R58_C9,0.929,215,0.934,0.171,Good
Q281,Q281_R58,Q281_R58_C10,0.898,469,0.943,0.285,Good
Q281,Q281_R59,Q281_R59_C1,0.957,180,0.917,0.088,PotentiallyUseful
Q281,Q281_R59,Q281_R59_C2,0.952,197,0.883,0.051,Bad
Q281,Q281_R59,Q281_R59_C3,0.879,164,0.919,0.297,Bad
Q281,Q281_R59,Q281_R59_C4,0.897,87,0.935,0.165,Bad
Q281,Q281_R59,Q281_R59_C5,0.887,293,0.959,0.38,Good
Q281,Q281_R59,Q281_R59_C6,0.923,170,0.945,0.286,PotentiallyUseful
Q281,Q281_R59,Q281_R59_C7,0.877,95,0.947,0.254,PotentiallyUseful
Q281,Q281_R59,Q281_R59_C8,0.947,232,0.878,0.042,Bad
Q281,Q281_R59,Q281_R59_C9,0.911,329,0.958,0.23,Good
Q281,Q281_R59,Q281_R59_C10,0.935,204,0.886,-0.037,Bad
Q281,Q281_R61,Q281_R61_C1,0.85,561,0.98,0.3,Good
Q281,Q281_R61,Q281_R61_C2,1.0,412,0.0,0.08,PotentiallyUseful
Q281,Q281_R61,Q281_R61_C3,0.841,289,0.978,0.548,PotentiallyUseful
Q281,Q281_R61,Q281_R61_C4,0.777,210,0.979,0.62,Bad
Q281,Q281_R61,Q281_R61_C5,0.897,318,0.967,0.532,Bad
Q281,Q281_R61,Q281_R61_C6,0.81,266,0.95,0.538,PotentiallyUseful
Q281,Q281_R61,Q281_R61_C7,0.855,557,0.988,0.51,Good
Q281,Q281_R61,Q281_R61_C8,0.89,337,0.902,0.465,Bad
Q281,Q281_R61,Q281_R61_C9,0.869,557,0.98,0.323,Good
Q281,Q281_R61,Q281_R61_C10,0.907,251,0.918,0.196,PotentiallyUseful
Q282,Q282_R6,Q282_R6_C1,0.838,120,0.964,0.525,PotentiallyUseful
Q282,Q282_R6,Q282_R6_C2,0.897,840,0.956,0.301,Good
Q282,Q282_R6,Q282_R6_C3,0.875,359,0.955,0.411,Good
Q282,Q282_R6,Q282_R6_C4,0.882,395,0.969,0.552,Bad
Q282,Q282_R6,Q282_R6_C5,0.904,346,0.965,0.44,Bad
Q282,Q282_R6,Q282_R6_C6,0.865,634,0.965,0.638,Bad
Q282,Q282_R6,Q282_R6_C7,0.796,4,0.951,0.616,Bad
Q282,Q282_R6,Q282_R6_C8,0.849,103,0.971,0.569,Bad
Q282,Q282_R6,Q282_R6_C9,0.846,59,0.958,0.533,Bad
Q282,Q282_R6,Q282_R6_C10,0.893,434,0.965,0.557,PotentiallyUseful
Q282,Q282_R9,Q282_R9_C1,0.98,258,0.796,0.195,Bad
Q282,Q282_R9,Q282_R9_C2,0.905,59,0.947,0.483,PotentiallyUseful
Q282,Q282_R9,Q282_R9_C3,0.889,27,0.955,0.397,PotentiallyUseful
Q282,Q282_R9,Q282_R9_C4,0.927,224,0.936,0.449,Bad
Q282,Q282_R9,Q282_R9_C5,0.962,237,0.862,-0.001,Bad
Q282,Q282_R9,Q282_R9_C6,0.9,18,0.935,0.42,Bad
Q282,Q282_R9,Q282_R9_C7,0.934,717,0.939,0.215,Bad
Q282,Q282_R9,Q282_R9_C8,0.889,684,0.946,0.444,Good
Q282,Q282_R9,Q282_R9_C9,0.901,177,0.945,0.432,PotentiallyUseful
Q282,Q282_R9,Q282_R9_C10,0.97,114,0.857,0.149,PotentiallyUseful
Q282,Q282_R12,Q282_R12_C1,0.865,729,0.975,0.617,Good
Q282,Q282_R12,Q282_R12_C2,0.911,212,0.918,0.438,Good
Q282,Q282_R12,Q282_R12_C3,0.962,246,0.863,0.324,Bad
Q282,Q282_R12,Q282_R12_C4,0.962,246,0.863,0.324,Bad
Q282,Q282_R12,Q282_R12_C5,0.944,227,0.871,0.321,Bad
Q282,Q282_R12,Q282_R12_C6,0.887,38,0.955,0.559,Good
Q282,Q282_R12,Q282_R12_C7,0.928,135,0.924,0.624,Bad
Q282,Q282_R12,Q282_R12_C8,0.949,205,0.906,0.375,Bad
Q282,Q282_R12,Q282_R12_C9,0.892,47,0.942,0.467,PotentiallyUseful
Q282,Q282_R12,Q282_R12_C10,0.833,140,0.937,0.571,Good
Q282,Q282_R14,Q282_R14_C1,0.982,222,0.881,0.433,Bad
Q282,Q282_R14,Q282_R14_C2,0.946,127,0.932,0.186,Bad
Q282,Q282_R14,Q282_R14_C3,0.934,197,0.895,0.051,Bad
Q282,Q282_R14,Q282_R14_C4,0.886,688,0.962,0.479,Good
Q282,Q282_R14,Q282_R14_C5,0.885,733,0.969,0.393,Good
Q282,Q282_R14,Q282_R14_C6,0.872,114,0.973,0.413,Bad
Q282,Q282_R14,Q282_R14_C7,0.885,693,0.977,0.484,Good
Q282,Q282_R14,Q282_R14_C8,0.903,733,0.972,0.555,Good
Q282,Q282_R14,Q282_R14_C9,0.857,739,0.969,0.553,Good
Q282,Q282_R14,Q282_R14_C10,0.877,31,0.963,0.413,Bad
Q282,Q282_R16,Q282_R16_C1,0.97,81,0.983,0.615,Good
Q282,Q282_R16,Q282_R16_C2,0.972,311,0.903,0.093,PotentiallyUseful
Q282,Q282_R16,Q282_R16_C3,0.986,473,0.962,0.22,Good
Q282,Q282_R16,Q282_R16_C4,0.987,121,0.864,0.063,Good
Q282,Q282_R16,Q282_R16_C5,0.981,27,0.96,0.636,PotentiallyUseful
Q282,Q282_R16,Q282_R16_C6,0.949,115,0.961,0.447,Bad
Q282,Q282_R16,Q282_R16_C7,0.988,275,0.937,0.411,Bad
Q282,Q282_R16,Q282_R16_C8,0.988,268,0.962,0.428,Bad
Q282,Q282_R16,Q282_R16_C9,0.98,335,0.967,0.495,PotentiallyUseful
Q282,Q282_R16,Q282_R16_C10,0.97,125,0.956,0.186,PotentiallyUseful
Q282,Q282_R17,Q282_R17_C1,0.817,49,0.965,0.491,Good
Q282,Q282_R17,Q282_R17_C2,0.833,45,0.957,0.644,Bad
Q282,Q282_R17,Q282_R17_C3,0.904,586,0.943,0.428,Good
Q282,Q282_R17,Q282_R17_C4,0.907,297,0.963,0.445,Good
Q282,Q282_R17,Q282_R17_C5,0.94,72,0.938,0.441,Bad
Q282,Q282_R17,Q282_R17_C6,0.912,519,0.956,0.383,Good
Q282,Q282_R17,Q282_R17_C7,0.87,361,0.958,0.624,Bad
Q282,Q282_R17,Q282_R17_C8,0.958,102,0.897,0.332,Bad
Q282,Q282_R17,Q282_R17_C9,0.894,205,0.958,0.418,Good
Q282,Q282_R17,Q282_R17_C10,0.952,101,0.904,0.307,Bad
Q282,Q282_R18,Q282_R18_C1,1.0,175,0.894,0.098,Good
Q282,Q282_R18,Q282_R18_C2,0.93,67,0.864,0.076,Bad
Q282,Q282_R18,Q282_R18_C3,0.962,279,0.877,0.418,Bad
Q282,Q282_R18,Q282_R18_C4,0.953,207,0.884,0.055,PotentiallyUseful
Q282,Q282_R18,Q282_R18_C5,0.891,71,0.886,0.205,Bad
Q282,Q282_R18,Q282_R18_C6,0.842,135,0.981,0.614,PotentiallyUseful
Q282,Q282_R18,Q282_R18_C7,0.917,48,0.946,0.388,Bad
Q282,Q282_R18,Q282_R18_C8,0.875,52,0.942,0.404,Bad
Q282,Q282_R18,Q282_R18_C9,0.861,478,0.972,0.444,PotentiallyUseful
Q282,Q282_R18,Q282_R18_C10,0.901,293,0.965,0.281,Bad
Q282,Q282_R35,Q282_R35_C1,0.829,129,0.98,0.626,Good
Q282,Q282_R35,Q282_R35_C2,0.853,100,0.964,0.552,PotentiallyUseful
Q282,Q282_R35,Q282_R35_C3,0.839,306,0.957,0.463,PotentiallyUseful
Q282,Q282_R35,Q282_R35_C4,0.838,114,0.968,0.683,Bad
Q282,Q282_R35,Q282_R35_C5,0.854,72,0.967,0.599,PotentiallyUseful
Q282,Q282_R35,Q282_R35_C6,0.906,238,0.97,0.541,PotentiallyUseful
Q282,Q282_R35,Q282_R35_C7,0.806,223,0.985,0.64,Bad
Q282,Q282_R35,Q282_R35_C8,0.881,613,0.972,0.33,Bad
Q282,Q282_R35,Q282_R35_C9,0.858,69,0.974,0.48,Bad
Q282,Q282_R35,Q282_R35_C10,0.924,157,0.893,0.114,Good
Q282,Q282_R36,Q282_R36_C1,0.903,245,0.915,0.409,Good
Q282,Q282_R36,Q282_R36_C2,0.852,70,0.928,0.426,PotentiallyUseful
Q282,Q282_R36,Q282_R36_C3,0.952,249,0.814,0.137,Good
Q282,Q282_R36,Q282_R36_C4,0.949,283,0.733,0.157,Bad
Q282,Q282_R36,Q282_R36_C5,0.932,175,0.917,0.137,Good
Q282,Q282_R36,Q282_R36_C6,0.898,664,0.969,0.265,Bad
Q282,Q282_R36,Q282_R36_C7,0.811,69,0.956,0.456,PotentiallyUseful
Q282,Q282_R36,Q282_R36_C8,0.94,220,0.875,0.245,Bad
Q282,Q282_R36,Q282_R36_C9,0.838,120,0.964,0.514,Good
Q282,Q282_R36,Q282_R36_C10,0.908,172,0.932,0.294,Bad
Q282,Q282_R38,Q282_R38_C1,0.937,370,0.617,0.261,Bad
Q282,Q282_R38,Q282_R38_C2,0.943,312,0.891,0.217,Bad
Q282,Q282_R38,Q282_R38_C3,0.891,133,0.936,0.256,Good
Q282,Q282_R38,Q282_R38_C4,0.915,300,0.919,0.517,PotentiallyUseful
Q282,Q282_R38,Q282_R38_C5,0.87,154,0.97,0.446,PotentiallyUseful
Q282,Q282_R38,Q282_R38_C6,0.918,209,0.93,0.397,Good
Q282,Q282_R38,Q282_R38_C7,0.903,294,0.941,0.477,Bad
Q282,Q282_R38,Q282_R38_C8,0.91,251,0.871,0.383,Bad
Q282,Q282_R38,Q282_R38_C9,0.928,614,0.95,0.342,Good
Q282,Q282_R38,Q282_R38_C10,0.919,273,0.918,0.194,Bad
Q283,Q283_R7,Q283_R7_C1,0.828,120,0.932,0.596,Good
Q283,Q283_R7,Q283_R7_C2,0.896,78,0.939,0.408,PotentiallyUseful
Q283,Q283_R7,Q283_R7_C3,0.85,136,0.903,0.673,Good
Q283,Q283_R7,Q283_R7_C4,0.875,253,0.954,0.455,PotentiallyUseful
Q283,Q283_R7,Q283_R7_C5,0.915,87,0.915,0.237,Bad
Q283,Q283_R7,Q283_R7_C6,0.889,60,0.928,0.307,Bad
Q283,Q283_R7,Q283_R7_C7,0.887,56,0.928,0.446,PotentiallyUseful
Q283,Q283_R7,Q283_R7_C8,0.938,154,0.925,0.312,Bad
Q283,Q283_R7,Q283_R7_C9,0.892,50,0.938,0.563,Bad
Q283,Q283_R7,Q283_R7_C10,0.9,11,0.942,0.516,PotentiallyUseful
Q283,Q283_R9,Q283_R9_C1,0.989,187,0.921,0.482,Good
Q283,Q283_R9,Q283_R9_C2,0.979,153,0.953,0.512,Good
Q283,Q283_R9,Q283_R9_C3,0.978,462,0.977,0.637,Good
Q283,Q283_R9,Q283_R9_C4,0.968,424,0.969,0.48,Good
Q283,Q283_R9,Q283_R9_C5,1.0,364,0.817,0.276,PotentiallyUseful
Q283,Q283_R9,Q283_R9_C6,0.973,311,0.932,0.425,PotentiallyUseful
Q283,Q283_R9,Q283_R9_C7,0.978,149,0.969,0.56,Bad
Q283,Q283_R9,Q283_R9_C8,0.981,144,0.964,0.526,Good
Q283,Q283_R9,Q283_R9_C9,0.98,346,0.956,0.475,Good
Q283,Q283_R9,Q283_R9_C10,0.99,128,0.951,0.549,PotentiallyUseful
Q283,Q283_R12,Q283_R12_C1,0.971,50,0.869,0.564,Good
Q283,Q283_R12,Q283_R12_C2,1.0,103,0.643,0.388,Good
Q283,Q283_R12,Q283_R12_C3,0.931,77,0.786,0.538,Good
Q283,Q283_R12,Q283_R12_C4,0.947,31,0.909,0.449,Good
Q283,Q283_R12,Q283_R12_C5,0.931,760,0.95,0.533,Good
Q283,Q283_R12,Q283_R12_C6,0.867,66,0.912,0.631,Good
Q283,Q283_R12,Q283_R12_C7,0.923,96,0.891,0.504,Good
Q283,Q283_R12,Q283_R12_C8,0.892,11,0.905,0.152,Bad
Q283,Q283_R12,Q283_R12_C9,0.932,311,0.71,0.419,Good
Q283,Q283_R12,Q283_R12_C10,0.887,348,0.885,0.56,Good
Q283,Q283_R25,Q283_R25_C1,0.894,198,0.809,0.436,PotentiallyUseful
Q283,Q283_R25,Q283_R25_C2,1.0,131,0.907,0.486,Good
Q283,Q283_R25,Q283_R25_C3,0.904,174,0.923,0.521,Bad
Q283,Q283_R25,Q283_R25_C4,0.98,207,0.899,0.355,Bad
Q283,Q283_R25,Q283_R25_C5,0.864,52,0.955,0.483,Bad
Q283,Q283_R25,Q283_R25_C6,0.936,757,0.89,0.076,PotentiallyUseful
Q283,Q283_R25,Q283_R25_C7,0.959,205,0.847,0.315,Bad
Q283,Q283_R25,Q283_R25_C8,0.903,116,0.924,0.429,Bad
Q283,Q283_R25,Q283_R25_C9,0.959,214,0.902,0.369,Bad
Q283,Q283_R25,Q283_R25_C10,1.0,170,0.0,0.07,Bad
Q283,Q283_R26,Q283_R26_C1,0.934,271,0.936,0.569,Good
Q283,Q283_R26,Q283_R26_C2,0.872,228,0.933,0.678,Good
Q283,Q283_R26,Q283_R26_C3,0.918,256,0.966,0.511,Good
Q283,Q283_R26,Q283_R26_C4,0.97,321,0.875,0.468,Good
Q283,Q283_R26,Q283_R26_C5,0.895,236,0.927,0.435,PotentiallyUseful
Q283,Q283_R26,Q283_R26_C6,0.807,136,0.968,0.678,Good
Q283,Q283_R26,Q283_R26_C7,0.932,267,0.923,0.511,Bad
Q283,Q283_R26,Q283_R26_C8,0.859,134,0.968,0.622,Good
Q283,Q283_R26,Q283_R26_C9,0.871,170,0.968,0.715,Good
Q283,Q283_R26,Q283_R26_C10,0.913,40,0.971,0.562,Good
Q283,Q283_R31,Q283_R31_C1,0.852,15,0.957,0.471,Good
Q283,Q283_R31,Q283_R31_C2,0.953,92,0.873,0.458,Bad
Q283,Q283_R31,Q283_R31_C3,0.898,5,0.936,0.375,Good
Q283,Q283_R31,Q283_R31_C4,0.935,69,0.868,0.252,Bad
Q283,Q283_R31,Q283_R31_C5,0.975,96,0.879,-0.011,Bad
Q283,Q283_R31,Q283_R31_C6,0.901,79,0.946,0.601,Good
Q283,Q283_R31,Q283_R31_C7,0.975,104,0.897,0.372,Bad
Q283,Q283_R31,Q283_R31_C8,0.95,435,0.927,0.288,Bad
Q283,Q283_R31,Q283_R31_C9,0.924,181,0.941,0.466,Good
Q283,Q283_R31,Q283_R31_C10,0.944,4,0.913,0.372,Good
Q283,Q283_R35,Q283_R35_C1,0.839,277,0.957,0.426,Good
Q283,Q283_R35,Q283_R35_C2,0.908,252,0.869,-0.074,Bad
Q283,Q283_R35,Q283_R35_C3,0.915,302,0.919,0.123,Bad
Q283,Q283_R35,Q283_R35_C4,0.474,113,0.986,0.874,Bad
Q283,Q283_R35,Q283_R35_C5,0.912,159,0.918,-0.004,Bad
Q283,Q283_R35,Q283_R35_C6,0.933,178,0.915,0.032,Bad
Q283,Q283_R35,Q283_R35_C7,0.933,231,0.936,0.171,Bad
Q283,Q283_R35,Q283_R35_C8,0.916,176,0.938,0.229,Bad
Q283,Q283_R35,Q283_R35_C9,0.849,113,0.971,0.462,Good
Q283,Q283_R35,Q283_R35_C10,0.904,353,0.955,0.409,Good
Q283,Q283_R36,Q283_R36_C1,0.974,104,0.832,0.278,PotentiallyUseful
Q283,Q283_R36,Q283_R36_C2,0.864,91,0.951,0.501,Bad
Q283,Q283_R36,Q283_R36_C3,0.965,64,0.927,0.235,PotentiallyUseful
Q283,Q283_R36,Q283_R36_C4,0.91,92,0.931,0.359,Bad
Q283,Q283_R36,Q283_R36_C5,0.98,8,0.849,0.085,Bad
Q283,Q283_R36,Q283_R36_C6,0.979,6,0.883,0.025,Bad
Q283,Q283_R36,Q283_R36_C7,0.973,139,0.867,0.292,Bad
Q283,Q283_R36,Q283_R36_C8,0.976,108,0.752,0.061,Bad
Q283,Q283_R36,Q283_R36_C9,0.964,34,0.89,0.155,Bad
Q283,Q283_R36,Q283_R36_C10,0.918,142,0.949,0.389,Bad
Q283,Q283_R39,Q283_R39_C1,0.931,75,0.869,0.506,Bad
Q283,Q283_R39,Q283_R39_C2,0.974,32,0.873,0.151,Bad
Q283,Q283_R39,Q283_R39_C3,0.952,2,0.834,0.17,Good
Q283,Q283_R39,Q283_R39_C4,0.938,60,0.902,0.334,PotentiallyUseful
Q283,Q283_R39,Q283_R39_C5,0.943,76,0.932,0.32,PotentiallyUseful
Q283,Q283_R39,Q283_R39_C6,0.905,6,0.883,0.334,Bad
Q283,Q283_R39,Q283_R39_C7,0.855,100,0.936,0.264,Bad
Q283,Q283_R39,Q283_R39_C8,0.944,40,0.914,0.419,Bad
Q283,Q283_R39,Q283_R39_C9,0.976,18,0.889,0.352,PotentiallyUseful
Q283,Q283_R39,Q283_R39_C10,0.921,137,0.911,0.451,Good
Q283,Q283_R52,Q283_R52_C1,0.922,207,0.921,0.436,Bad
Q283,Q283_R52,Q283_R52_C2,0.847,112,0.958,0.559,Bad
Q283,Q283_R52,Q283_R52_C3,0.962,206,0.874,0.308,Bad
Q283,Q283_R52,Q283_R52_C4,0.979,235,0.591,0.183,Bad
Q283,Q283_R52,Q283_R52_C5,0.877,17,0.949,0.394,PotentiallyUseful
Q283,Q283_R52,Q283_R52_C6,0.96,217,0.838,0.174,PotentiallyUseful
Q283,Q283_R52,Q283_R52_C7,0.926,158,0.907,0.361,PotentiallyUseful
Q283,Q283_R52,Q283_R52_C8,0.934,152,0.946,0.184,Bad
Q283,Q283_R52,Q283_R52_C9,0.917,158,0.951,0.369,Bad
Q283,Q283_R52,Q283_R52_C10,0.947,175,0.93,0.509,Bad
Q284,Q284_R8,Q284_R8_C1,0.905,348,0.543,0.085,Bad
Q284,Q284_R8,Q284_R8_C2,0.9,384,0.943,0.489,PotentiallyUseful
Q284,Q284_R8,Q284_R8_C3,0.857,158,0.794,0.399,PotentiallyUseful
Q284,Q284_R8,Q284_R8_C4,0.938,338,0.942,0.339,Bad
Q284,Q284_R8,Q284_R8_C5,0.904,141,0.961,0.493,PotentiallyUseful
Q284,Q284_R8,Q284_R8_C6,0.89,271,0.959,0.47,Bad
Q284,Q284_R8,Q284_R8_C7,0.907,288,0.919,0.355,PotentiallyUseful
Q284,Q284_R8,Q284_R8_C8,0.956,348,0.891,0.026,Bad
Q284,Q284_R8,Q284_R8_C9,0.968,340,0.812,0.199,Bad
Q284,Q284_R8,Q284_R8_C10,0.828,98,0.965,0.437,PotentiallyUseful
Q284,Q284_R29,Q284_R29_C1,0.81,60,0.885,0.536,Good
Q284,Q284_R29,Q284_R29_C2,0.846,31,0.86,0.466,Good
Q284,Q284_R29,Q284_R29_C3,1.0,6,0.887,0.039,Good
Q284,Q284_R29,Q284_R29_C4,0.915,96,0.895,0.255,Good
Q284,Q284_R29,Q284_R29_C5,0.909,127,0.93,0.371,PotentiallyUseful
Q284,Q284_R29,Q284_R29_C6,0.919,41,0.933,0.525,Bad
Q284,Q284_R29,Q284_R29_C7,0.862,48,0.936,0.417,Bad
Q284,Q284_R29,Q284_R29_C8,0.879,14,0.929,0.629,Bad
Q284,Q284_R29,Q284_R29_C9,0.886,302,0.942,0.352,Good
Q284,Q284_R29,Q284_R29_C10,0.911,152,0.915,0.338,Bad
Q284,Q284_R33,Q284_R33_C1,1.0,257,0.78,0.042,PotentiallyUseful
Q284,Q284_R33,Q284_R33_C2,0.694,249,0.946,0.614,Bad
Q284,Q284_R33,Q284_R33_C3,0.902,102,0.903,0.526,Good
Q284,Q284_R33,Q284_R33_C4,0.974,283,0.581,0.121,Bad
Q284,Q284_R33,Q284_R33_C5,0.974,277,0.54,-0.077,Bad
Q284,Q284_R33,Q284_R33_C6,0.866,29,0.931,0.476,Good
Q284,Q284_R33,Q284_R33_C7,0.975,264,0.804,-0.042,Bad
Q284,Q284_R33,Q284_R33_C8,0.856,210,0.95,0.652,Good
Q284,Q284_R33,Q284_R33_C9,0.756,215,0.907,0.414,Bad
Q284,Q284_R33,Q284_R33_C10,0.895,587,0.937,0.433,Good
Q284,Q284_R38,Q284_R38_C1,0.966,30,0.817,0.134,Bad
Q284,Q284_R38,Q284_R38_C2,0.939,16,0.905,0.172,Bad
Q284,Q284_R38,Q284_R38_C3,0.913,63,0.856,0.124,Bad
Q284,Q284_R38,Q284_R38_C4,0.952,69,0.822,0.031,Bad
Q284,Q284_R38,Q284_R38_C5,0.962,90,0.879,0.266,Bad
Q284,Q284_R38,Q284_R38_C6,0.939,18,0.868,0.057,Bad
Q284,Q284_R38,Q284_R38_C7,0.962,59,0.888,0.039,Bad
Q284,Q284_R38,Q284_R38_C8,0.97,1,0.807,0.247,Bad
Q284,Q284_R38,Q284_R38_C9,0.914,15,0.915,0.275,Bad
Q284,Q284_R38,Q284_R38_C10,0.921,2,0.886,0.311,Bad
Q284,Q284_R44,Q284_R44_C1,0.952,26,0.911,0.126,Bad
Q284,Q284_R44,Q284_R44_C2,1.0,54,0.766,0.097,Bad
Q284,Q284_R44,Q284_R44_C3,1.0,55,0.798,0.017,Bad
Q284,Q284_R44,Q284_R44_C4,1.0,59,0.0,-0.051,Bad
Q284,Q284_R44,Q284_R44_C5,1.0,59,0.0,-0.051,Bad
Q284,Q284_R44,Q284_R44_C6,1.0,26,0.882,-0.053,PotentiallyUseful
Q284,Q284_R44,Q284_R44_C7,1.0,21,0.833,0.054,Good
Q284,Q284_R44,Q284_R44_C8,1.0,21,0.801,-0.057,Good
Q284,Q284_R44,Q284_R44_C9,0.982,219,0.859,-0.085,PotentiallyUseful
Q284,Q284_R44,Q284_R44_C10,1.0,43,0.735,-0.071,Good
Q284,Q284_R51,Q284_R51_C1,0.912,56,0.775,0.309,Good
Q284,Q284_R51,Q284_R51_C2,0.92,128,0.826,0.449,Good
Q284,Q284_R51,Q284_R51_C3,0.96,128,0.783,0.343,Good
Q284,Q284_R51,Q284_R51_C4,0.96,128,0.783,0.343,Good
Q284,Q284_R51,Q284_R51_C5,0.901,232,0.919,0.423,PotentiallyUseful
Q284,Q284_R51,Q284_R51_C6,0.951,40,0.652,0.181,Bad
Q284,Q284_R51,Q284_R51_C7,0.92,124,0.824,0.38,PotentiallyUseful
Q284,Q284_R51,Q284_R51_C8,0.933,87,0.913,0.273,Good
Q284,Q284_R51,Q284_R51_C9,0.962,67,0.38,-0.011,Bad
Q284,Q284_R51,Q284_R51_C10,1.0,48,0.459,-0.01,Bad
Q284,Q284_R59,Q284_R59_C1,1.0,42,0.74,-0.083,Good
Q284,Q284_R59,Q284_R59_C2,0.95,1,0.814,0.151,Bad
Q284,Q284_R59,Q284_R59_C3,1.0,18,0.789,-0.02,PotentiallyUseful
Q284,Q284_R59,Q284_R59_C4,0.95,17,0.579,0.136,Bad
Q284,Q284_R59,Q284_R59_C5,0.979,942,0.894,0.222,PotentiallyUseful
Q284,Q284_R59,Q284_R59_C6,1.0,47,0.714,-0.06,Good
Q284,Q284_R59,Q284_R59_C7,0.921,88,0.906,0.432,Good
Q284,Q284_R59,Q284_R59_C8,0.933,35,0.895,0.465,Good
Q284,Q284_R59,Q284_R59_C9,0.941,38,0.832,0.305,Bad
Q284,Q284_R59,Q284_R59_C10,0.95,2,0.847,0.408,Bad
Q284,Q284_R63,Q284_R63_C1,0.932,103,0.937,0.341,PotentiallyUseful
Q284,Q284_R63,Q284_R63_C2,0.821,140,0.951,0.403,Bad
Q284,Q284_R63,Q284_R63_C3,0.933,194,0.889,0.449,Good
Q284,Q284_R63,Q284_R63_C4,0.9,194,0.911,0.206,PotentiallyUseful
Q284,Q284_R63,Q284_R63_C5,0.87,18,0.958,0.388,PotentiallyUseful
Q284,Q284_R63,Q284_R63_C6,0.933,80,0.961,0.512,Bad
Q284,Q284_R63,Q284_R63_C7,0.903,270,0.926,0.415,Bad
Q284,Q284_R63,Q284_R63_C8,0.861,124,0.965,0.467,Bad
Q284,Q284_R63,Q284_R63_C9,0.951,153,0.946,0.36,Bad
Q284,Q284_R63,Q284_R63_C10,0.885,79,0.971,0.316,Good
Q284,Q284_R66,Q284_R66_C1,0.811,154,0.971,0.509,Good
Q284,Q284_R66,Q284_R66_C2,0.986,331,0.882,-0.055,PotentiallyUseful
Q284,Q284_R66,Q284_R66_C3,0.942,341,0.922,0.223,Bad
Q284,Q284_R66,Q284_R66_C4,0.971,339,0.865,0.178,PotentiallyUseful
Q284,Q284_R66,Q284_R66_C5,0.868,267,0.952,0.479,Good
Q284,Q284_R66,Q284_R66_C6,0.956,359,0.888,0.309,PotentiallyUseful
Q284,Q284_R66,Q284_R66_C7,0.984,385,0.68,0.057,Bad
Q284,Q284_R66,Q284_R66_C8,0.929,215,0.943,0.46,Bad
Q284,Q284_R66,Q284_R66_C9,0.957,340,0.924,0.384,PotentiallyUseful
Q284,Q284_R66,Q284_R66_C10,0.838,44,0.964,0.461,PotentiallyUseful
Q284,Q284_R69,Q284_R69_C1,0.965,302,0.893,0.08,Good
Q284,Q284_R69,Q284_R69_C2,0.913,187,0.951,0.254,Good
Q284,Q284_R69,Q284_R69_C3,0.886,86,0.965,0.452,Good
Q284,Q284_R69,Q284_R69_C4,0.873,265,0.925,0.574,Good
Q284,Q284_R69,Q284_R69_C5,0.984,261,0.912,0.267,Good
Q284,Q284_R69,Q284_R69_C6,0.932,190,0.936,0.176,Bad
Q284,Q284_R69,Q284_R69_C7,0.944,306,0.907,0.386,Good
Q284,Q284_R69,Q284_R69_C8,0.854,66,0.956,0.369,Good
Q284,Q284_R69,Q284_R69_C9,0.965,297,0.886,0.274,PotentiallyUseful
Q284,Q284_R69,Q284_R69_C10,0.919,260,0.936,0.383,Good
Q285,Q285_R4,Q285_R4_C1,0.905,194,0.949,0.479,Good
Q285,Q285_R4,Q285_R4_C2,0.875,138,0.945,0.408,Good
Q285,Q285_R4,Q285_R4_C3,0.97,296,0.797,0.048,Bad
Q285,Q285_R4,Q285_R4_C4,0.962,145,0.88,-0.001,PotentiallyUseful
Q285,Q285_R4,Q285_R4_C5,0.944,256,0.942,0.394,Bad
Q285,Q285_R4,Q285_R4_C6,0.932,158,0.887,0.225,PotentiallyUseful
