question1_id,related_comment_id,jaccard_distance,length_difference,cosine_similarity,bigram_similarity,w2v_cosine_similarity,relevance
,Q284_R33_C10,0.948,597,0.909,1.000,-0.043,0
,Q284_R38_C1,0.966,227,0.848,1.000,0.134,0
,Q284_R38_C2,0.918,213,0.905,1.000,0.181,0
,Q284_R38_C3,0.923,260,0.893,1.000,0.454,0
,Q284_R38_C4,0.961,266,0.792,1.000,0.422,0
,Q284_R38_C5,0.897,107,0.941,1.000,0.331,0
,Q284_R38_C6,0.985,179,0.909,1.000,0.188,0
,Q284_R38_C7,0.945,256,0.859,1.000,0.408,0
,Q284_R38_C8,0.968,198,0.786,1.000,0.190,0
,Q284_R38_C9,0.955,182,0.917,1.000,0.513,0
,Q284_R38_C10,0.925,195,0.938,0.988,0.471,0
,Q284_R44_C1,0.946,242,0.921,1.000,0.308,0
,Q284_R44_C2,0.959,162,0.828,0.989,0.216,0
,Q284_R44_C3,1.000,271,0.822,1.000,0.266,0
,Q284_R44_C4,1.000,275,0.000,1.000,-0.014,0
,Q284_R44_C5,1.000,275,0.000,1.000,-0.014,0
,Q284_R44_C6,1.000,242,0.898,1.000,-0.035,0
,Q284_R44_C7,0.953,195,0.884,1.000,0.242,0
,Q284_R44_C8,0.934,195,0.860,1.000,0.317,0
,Q284_R44_C9,0.933,3,0.919,1.000,0.329,0
,Q284_R44_C10,1.000,259,0.757,1.000,0.025,0
,Q284_R51_C1,0.984,200,0.792,1.000,0.044,0
,Q284_R51_C2,1.000,272,0.803,1.000,0.099,0
,Q284_R51_C3,1.000,272,0.793,1.000,-0.037,0
,Q284_R51_C4,1.000,272,0.793,1.000,-0.037,0
,Q284_R51_C5,0.918,88,0.950,0.992,0.195,0
,Q284_R51_C6,0.955,104,0.527,1.000,0.191,0
,Q284_R51_C7,0.981,268,0.888,1.000,0.135,0
,Q284_R51_C8,0.890,57,0.947,1.000,0.258,0
,Q284_R51_C9,1.000,211,0.235,1.000,-0.025,0
,Q284_R51_C10,1.000,96,0.331,1.000,-0.110,0
,Q284_R59_C1,0.985,184,0.764,1.000,-0.006,0
,Q284_R59_C2,0.946,227,0.907,1.000,0.222,0
,Q284_R59_C3,0.968,208,0.828,1.000,0.018,0
,Q284_R59_C4,0.946,243,0.628,0.986,0.426,0
,Q284_R59_C5,0.923,716,0.941,1.000,0.115,0
,Q284_R59_C6,0.971,179,0.785,1.000,0.009,0
,Q284_R59_C7,0.887,138,0.954,1.000,0.456,0
,Q284_R59_C8,0.955,191,0.899,1.000,0.142,0
,Q284_R59_C9,0.923,264,0.901,0.985,0.453,0
,Q284_R59_C10,0.927,228,0.911,1.000,0.382,0
,Q284_R63_C1,0.940,59,0.931,1.000,0.328,0
,Q284_R63_C2,0.899,96,0.929,1.000,0.252,0
,Q284_R63_C3,0.881,150,0.883,0.976,0.466,0
,Q284_R63_C4,0.909,150,0.900,1.000,0.231,0
,Q284_R63_C5,0.920,26,0.941,1.000,0.379,0
,Q284_R63_C6,0.917,36,0.943,1.000,0.459,0
,Q284_R63_C7,0.984,226,0.879,1.000,0.213,0
,Q284_R63_C8,0.910,80,0.948,1.000,0.446,0
,Q284_R63_C9,0.933,109,0.916,1.000,0.340,0
,Q284_R63_C10,0.918,35,0.944,0.991,0.323,0
,Q284_R66_C1,0.909,42,0.960,0.991,0.347,0
,Q284_R66_C2,0.968,219,0.861,1.000,-0.017,0
,Q284_R66_C3,0.931,229,0.901,1.000,0.262,0
,Q284_R66_C4,0.983,227,0.844,1.000,0.180,0
,Q284_R66_C5,0.929,155,0.925,1.000,0.310,0
,Q284_R66_C6,0.983,247,0.841,1.000,0.236,0
,Q284_R66_C7,1.000,273,0.663,1.000,-0.100,0
,Q284_R66_C8,0.933,103,0.941,1.000,0.371,0
,Q284_R66_C9,0.966,228,0.895,1.000,0.178,0
,Q284_R66_C10,0.894,68,0.949,1.000,0.368,0
,Q284_R69_C1,1.000,252,0.881,1.000,0.216,0
,Q284_R69_C2,0.897,137,0.914,1.000,0.363,0
,Q284_R69_C3,0.899,36,0.949,0.991,0.319,0
,Q284_R69_C4,0.912,215,0.913,0.972,0.479,0
,Q284_R69_C5,0.932,211,0.875,1.000,0.282,0
,Q284_R69_C6,0.946,140,0.922,1.000,0.349,0
,Q284_R69_C7,1.000,256,0.871,1.000,0.326,0
,Q284_R69_C8,0.854,116,0.935,1.000,0.416,0
,Q284_R69_C9,0.965,247,0.875,1.000,0.452,0
,Q284_R69_C10,0.937,210,0.909,1.000,0.282,0
,Q285_R4_C1,0.971,101,0.883,1.000,0.383,1
,Q285_R4_C2,0.909,157,0.886,1.000,0.464,1
,Q285_R4_C3,1.000,1,0.734,1.000,0.180,0
,Q285_R4_C4,1.000,150,0.873,1.000,0.356,0
,Q285_R4_C5,0.966,39,0.875,1.000,0.048,0
,Q285_R4_C6,1.000,137,0.791,1.000,0.152,0
,Q285_R4_C7,1.000,22,0.751,1.000,0.040,0
,Q285_R4_C8,0.955,5,0.750,1.000,0.125,0
,Q285_R4_C9,0.963,123,0.591,1.000,0.085,0
,Q285_R4_C10,1.000,54,0.846,1.000,0.078,0
,Q285_R7_C1,0.960,18,0.903,1.000,0.336,0
,Q285_R7_C2,1.000,39,0.901,1.000,0.162,0
,Q285_R7_C3,1.000,39,0.868,1.000,0.101,0
,Q285_R7_C4,0.978,201,0.838,1.000,0.102,0
,Q285_R7_C5,0.984,262,0.926,1.000,0.186,0
,Q285_R7_C6,1.000,4,0.859,1.000,0.339,0
,Q285_R7_C7,1.000,4,0.859,1.000,0.339,0
,Q285_R7_C8,0.962,25,0.882,1.000,-0.025,0
,Q285_R7_C9,0.962,211,0.892,1.000,0.109,0
,Q285_R7_C10,0.944,113,0.911,1.000,0.237,0
,Q285_R8_C1,1.000,119,0.857,1.000,0.215,0
,Q285_R8_C2,1.000,73,0.881,1.000,0.287,0
,Q285_R8_C3,0.938,28,0.677,1.000,0.184,0
,Q285_R8_C4,0.974,113,0.804,1.000,-0.018,0
,Q285_R8_C5,1.000,7,0.828,1.000,0.283,0
,Q285_R8_C6,1.000,490,0.771,1.000,0.076,0
,Q285_R8_C7,0.977,127,0.884,1.000,0.271,0
,Q285_R8_C8,0.957,352,0.899,1.000,0.115,0
,Q285_R8_C9,0.959,698,0.881,1.000,0.092,0
,Q285_R8_C10,0.947,95,0.912,1.000,0.421,0
,Q285_R12_C1,0.939,76,0.865,1.000,0.071,0
,Q285_R12_C2,0.953,137,0.879,1.000,0.236,0
,Q285_R12_C3,0.920,19,0.880,0.963,0.478,0
,Q285_R12_C4,1.000,81,0.846,1.000,0.038,0
,Q285_R12_C5,0.977,140,0.902,1.000,0.209,0
,Q285_R12_C6,0.976,127,0.907,1.000,0.365,0
,Q285_R12_C7,1.000,58,0.807,1.000,0.245,0
,Q285_R12_C8,1.000,28,0.768,1.000,0.234,1
,Q285_R12_C9,1.000,5,0.654,1.000,0.152,0
,Q285_R12_C10,1.000,36,0.860,1.000,0.148,0
,Q285_R20_C1,1.000,4,0.802,1.000,0.309,1
,Q285_R20_C2,0.936,185,0.917,1.000,0.394,0
,Q285_R20_C3,0.982,288,0.887,1.000,0.282,0
,Q285_R20_C4,0.971,76,0.896,1.000,0.222,0
,Q285_R20_C5,0.965,543,0.916,1.000,0.373,0
,Q285_R20_C6,0.943,153,0.857,1.000,0.364,0
,Q285_R20_C7,0.966,525,0.908,1.000,0.199,0
,Q285_R20_C8,1.000,18,0.835,1.000,0.217,0
,Q285_R20_C9,0.941,17,0.788,1.000,0.115,0
,Q285_R20_C10,1.000,181,0.900,1.000,0.242,0
,Q285_R25_C1,0.951,136,0.908,1.000,0.373,0
,Q285_R25_C2,0.973,96,0.876,1.000,0.222,0
,Q285_R25_C3,0.955,379,0.901,1.000,0.211,0
,Q285_R25_C4,0.974,130,0.891,1.000,0.159,0
,Q285_R25_C5,0.974,664,0.914,0.993,0.373,0
,Q285_R25_C6,1.000,24,0.903,1.000,0.309,0
,Q285_R25_C7,0.927,142,0.919,0.957,0.457,0
,Q285_R25_C8,0.973,435,0.898,1.000,0.111,0
,Q285_R25_C9,0.952,386,0.918,1.000,0.127,0
,Q285_R25_C10,0.960,163,0.923,0.982,0.250,0
,Q285_R26_C1,0.980,208,0.889,1.000,0.210,0
,Q285_R26_C2,1.000,120,0.793,1.000,0.194,0
,Q285_R26_C3,1.000,5,0.821,1.000,0.256,0
,Q285_R26_C4,1.000,361,0.877,1.000,0.184,0
,Q285_R26_C5,0.971,90,0.936,1.000,0.352,0
,Q285_R26_C6,0.986,310,0.889,1.000,0.163,0
,Q285_R26_C7,1.000,191,0.805,1.000,0.081,0
,Q285_R26_C8,0.966,41,0.822,1.000,0.203,0
,Q285_R26_C9,0.980,542,0.913,1.000,0.053,0
,Q285_R26_C10,0.960,31,0.818,1.000,0.085,0
,Q285_R33_C1,0.976,99,0.894,1.000,0.274,0
,Q285_R33_C2,1.000,35,0.732,1.000,-0.053,0
,Q285_R33_C3,1.000,311,0.872,1.000,0.225,0
,Q285_R33_C4,0.975,109,0.840,1.000,0.269,0
,Q285_R33_C5,1.000,79,0.512,1.000,-0.010,0
,Q285_R33_C6,1.000,10,0.736,1.000,0.039,0
,Q285_R33_C7,1.000,54,0.733,1.000,0.079,0
,Q285_R33_C8,1.000,39,0.470,1.000,-0.047,0
,Q285_R33_C9,1.000,17,0.750,1.000,-0.014,0
,Q285_R33_C10,1.000,38,0.835,1.000,0.069,0
,Q285_R36_C1,1.000,140,0.843,1.000,0.166,0
,Q285_R36_C2,1.000,22,0.861,1.000,0.022,0
,Q285_R36_C3,1.000,19,0.662,1.000,-0.082,0
,Q285_R36_C4,1.000,19,0.662,1.000,-0.082,0
,Q285_R36_C5,0.977,131,0.854,1.000,0.119,0
,Q285_R36_C6,0.971,67,0.890,1.000,0.414,0
,Q285_R36_C7,0.975,470,0.907,1.000,0.288,0
,Q285_R36_C8,1.000,11,0.832,1.000,0.249,0
,Q285_R36_C9,0.933,27,0.879,1.000,0.337,0
,Q285_R36_C10,0.971,81,0.832,1.000,0.033,0
,Q285_R37_C1,0.962,217,0.894,1.000,-0.090,0
,Q285_R37_C2,1.000,33,0.881,1.000,0.065,0
,Q285_R37_C3,0.965,432,0.897,1.000,0.095,0
,Q285_R37_C4,0.986,370,0.854,1.000,-0.010,0
,Q285_R37_C5,0.969,289,0.907,1.000,0.432,0
,Q285_R37_C6,0.988,420,0.889,1.000,0.245,0
,Q285_R37_C7,0.957,27,0.893,1.000,0.125,0
,Q285_R37_C8,1.000,35,0.866,1.000,0.201,0
,Q285_R37_C9,0.980,551,0.893,0.992,0.278,0
,Q285_R37_C10,0.939,72,0.872,1.000,0.092,0
,Q286_R1_C1,1.000,13,0.808,1.000,0.131,1
,Q286_R1_C2,0.914,22,0.907,0.974,0.460,1
,Q286_R1_C3,0.938,5,0.851,1.000,0.122,1
,Q286_R1_C4,0.943,421,0.912,0.991,0.377,1
,Q286_R1_C5,0.977,55,0.898,1.000,0.415,1
,Q286_R1_C6,0.925,173,0.828,1.000,-0.118,1
,Q286_R1_C7,0.952,856,0.898,0.991,0.123,1
,Q286_R1_C8,0.894,62,0.915,1.000,0.584,0
,Q286_R1_C9,1.000,9,0.826,1.000,-0.004,0
,Q286_R1_C10,0.920,130,0.926,1.000,0.679,0
,Q286_R8_C1,0.906,35,0.891,1.000,0.598,1
,Q286_R8_C2,0.955,627,0.895,1.000,0.376,1
,Q286_R8_C3,0.920,186,0.876,1.000,0.304,1
,Q286_R8_C4,0.911,172,0.912,1.000,0.596,0
,Q286_R8_C5,0.919,253,0.934,0.988,0.671,0
,Q286_R8_C6,0.981,138,0.906,1.000,0.598,0
,Q286_R8_C7,0.919,35,0.912,1.000,0.589,0
,Q286_R8_C8,0.944,40,0.898,1.000,0.392,0
,Q286_R8_C9,0.952,79,0.853,1.000,0.286,1
,Q286_R8_C10,0.949,54,0.908,1.000,0.639,0
,Q286_R13_C1,1.000,22,0.842,1.000,0.264,1
,Q286_R13_C2,0.956,90,0.865,1.000,0.273,1
,Q286_R13_C3,0.929,23,0.869,1.000,0.354,0
,Q286_R13_C4,0.964,31,0.843,1.000,0.339,0
,Q286_R13_C5,0.960,49,0.843,1.000,0.515,0
,Q286_R13_C6,0.889,31,0.903,1.000,0.457,1
,Q286_R13_C7,0.946,347,0.870,1.000,0.286,1
,Q286_R13_C8,0.905,83,0.887,1.000,0.265,1
,Q286_R13_C9,0.947,75,0.000,1.000,-0.092,1
,Q286_R13_C10,0.906,12,0.840,1.000,0.357,1
,Q286_R21_C1,1.000,71,0.884,1.000,0.166,1
,Q286_R21_C2,0.987,763,0.546,1.000,-0.079,0
,Q286_R21_C3,0.950,74,0.813,1.000,0.455,1
,Q286_R21_C4,1.000,62,0.854,1.000,0.189,1
,Q286_R21_C5,0.942,137,0.896,1.000,0.525,1
,Q286_R21_C6,0.896,304,0.927,0.980,0.617,0
,Q286_R21_C7,0.935,84,0.899,1.000,0.482,1
,Q286_R21_C8,0.860,69,0.918,0.980,0.556,0
,Q286_R21_C9,0.958,103,0.882,1.000,0.291,1
,Q286_R21_C10,0.933,208,0.933,1.000,0.649,0
,Q286_R25_C1,0.897,4,0.866,1.000,0.624,1
,Q286_R25_C2,0.935,7,0.902,1.000,0.403,1
,Q286_R25_C3,0.925,459,0.923,0.992,0.616,1
,Q286_R25_C4,0.915,165,0.868,0.984,0.455,1
,Q286_R25_C5,0.917,166,0.851,0.984,0.385,1
,Q286_R25_C6,0.951,232,0.871,1.000,0.551,1
,Q286_R25_C7,0.922,167,0.888,1.000,0.552,1
,Q286_R25_C8,0.879,33,0.905,1.000,0.642,1
,Q286_R25_C9,0.957,68,0.810,1.000,0.313,0
,Q286_R25_C10,0.900,85,0.880,1.000,0.644,1
,Q286_R31_C1,1.000,73,0.449,1.000,-0.171,0
,Q286_R31_C2,1.000,63,0.726,1.000,0.144,0
,Q286_R31_C3,0.967,4,0.849,1.000,0.088,0
,Q286_R31_C4,1.000,17,0.840,1.000,0.086,0
,Q286_R31_C5,0.981,148,0.870,1.000,0.119,0
,Q286_R31_C6,0.981,154,0.894,1.000,0.384,0
,Q286_R31_C7,0.945,167,0.910,1.000,0.352,0
,Q286_R31_C8,0.971,10,0.820,1.000,0.061,0
,Q286_R31_C9,0.903,233,0.927,1.000,0.452,0
,Q286_R31_C10,0.923,36,0.840,1.000,0.244,0
,Q286_R36_C1,0.953,908,0.919,1.000,0.465,0
,Q286_R36_C2,1.000,56,0.747,1.000,0.082,0
,Q286_R36_C3,0.951,425,0.908,1.000,0.336,0
,Q286_R36_C4,0.964,35,0.765,1.000,-0.093,0
,Q286_R36_C5,0.979,485,0.914,1.000,0.536,0
,Q286_R36_C6,0.975,27,0.855,1.000,0.146,0
,Q286_R36_C7,0.944,3,0.898,1.000,0.385,0
,Q286_R36_C8,0.911,157,0.905,1.000,0.337,0
,Q286_R36_C9,0.952,84,0.828,0.979,0.058,0
,Q286_R36_C10,1.000,12,0.837,1.000,0.149,0
,Q286_R39_C1,1.000,22,0.837,1.000,0.426,0
,Q286_R39_C2,0.963,38,0.830,1.000,0.515,0
,Q286_R39_C3,0.889,19,0.884,1.000,0.527,0
,Q286_R39_C4,0.925,53,0.876,0.978,0.417,1
,Q286_R39_C5,0.958,46,0.799,1.000,0.470,0
,Q286_R39_C6,0.931,21,0.873,1.000,0.370,0
,Q286_R39_C7,0.902,148,0.914,1.000,0.571,1
,Q286_R39_C8,0.889,196,0.899,1.000,0.434,1
,Q286_R39_C9,0.865,46,0.898,1.000,0.599,0
,Q286_R39_C10,0.914,294,0.870,1.000,0.303,1
,Q286_R49_C1,0.965,525,0.824,1.000,0.201,1
,Q286_R49_C2,1.000,52,0.672,1.000,-0.019,0
,Q286_R49_C3,0.946,30,0.860,1.000,0.150,1
,Q286_R49_C4,0.958,85,0.899,1.000,0.358,1
,Q286_R49_C5,0.979,111,0.894,1.000,0.386,1
,Q286_R49_C6,0.977,75,0.858,1.000,0.239,1
,Q286_R49_C7,0.953,91,0.867,1.000,0.430,1
,Q286_R49_C8,0.962,139,0.859,1.000,0.241,1
,Q286_R49_C9,0.967,9,0.821,1.000,0.215,0
,Q286_R49_C10,1.000,57,0.588,1.000,-0.144,0
,Q286_R52_C1,0.942,119,0.888,1.000,0.225,0
,Q286_R52_C2,0.949,22,0.864,1.000,0.177,0
,Q286_R52_C3,0.968,14,0.863,1.000,0.360,0
,Q286_R52_C4,0.982,264,0.859,1.000,0.271,0
,Q286_R52_C5,0.965,573,0.893,1.000,0.213,0
,Q286_R52_C6,0.951,66,0.898,1.000,0.402,0
,Q286_R52_C7,0.941,2,0.866,1.000,0.341,0
,Q286_R52_C8,0.943,172,0.866,1.000,0.262,0
,Q286_R52_C9,0.926,34,0.844,1.000,0.361,0
,Q286_R52_C10,0.941,11,0.874,1.000,0.211,0
,Q287_R6_C1,1.000,189,0.000,1.000,-0.233,1
,Q287_R6_C2,0.951,181,0.824,1.000,0.113,1
,Q287_R6_C3,1.000,198,0.000,1.000,0.068,1
,Q287_R6_C4,0.966,99,0.887,1.000,0.041,0
,Q287_R6_C5,0.976,177,0.715,1.000,0.371,1
,Q287_R6_C6,0.976,177,0.715,1.000,0.371,1
,Q287_R6_C7,0.923,110,0.937,1.000,0.418,1
,Q287_R6_C8,0.952,60,0.945,1.000,0.273,1
,Q287_R6_C9,0.877,12,0.959,0.987,0.461,1
,Q287_R6_C10,0.957,159,0.909,1.000,0.360,1
,Q287_R10_C1,0.937,48,0.898,1.000,0.095,1
,Q287_R10_C2,1.000,187,0.000,1.000,-0.118,1
,Q287_R10_C3,0.957,160,0.892,1.000,0.309,1
,Q287_R10_C4,0.940,122,0.898,1.000,0.187,1
,Q287_R10_C5,0.982,110,0.837,1.000,0.048,1
,Q287_R10_C6,1.000,196,0.000,1.000,-0.111,1
,Q287_R10_C7,0.952,176,0.862,1.000,0.243,1
,Q287_R10_C8,0.978,169,0.728,1.000,0.004,1
,Q287_R10_C9,0.957,150,0.816,1.000,0.206,1
,Q287_R10_C10,0.923,114,0.914,1.000,0.379,0
,Q287_R11_C1,0.902,485,0.973,1.000,0.497,0
,Q287_R11_C2,0.917,52,0.942,1.000,0.306,0
,Q287_R11_C3,0.950,800,0.955,0.996,0.005,0
,Q287_R11_C4,1.000,142,0.809,1.000,0.119,1
,Q287_R11_C5,0.897,307,0.960,1.000,0.523,0
,Q287_R11_C6,0.929,175,0.918,1.000,0.207,0
,Q287_R11_C7,0.917,58,0.946,1.000,0.463,1
,Q287_R11_C8,0.915,800,0.946,0.991,-0.009,0
,Q287_R11_C9,0.961,132,0.713,1.000,0.132,0
,Q287_R11_C10,0.915,158,0.903,1.000,0.420,0
,Q287_R12_C1,0.895,76,0.939,1.000,0.458,1
,Q287_R12_C2,0.983,26,0.872,1.000,-0.007,1
,Q287_R12_C3,0.938,26,0.902,1.000,0.162,0
,Q287_R12_C4,0.978,92,0.524,1.000,-0.180,1
,Q287_R12_C5,0.969,27,0.578,1.000,-0.047,0
,Q287_R12_C6,1.000,80,0.773,1.000,0.003,0
,Q287_R12_C7,0.941,17,0.899,1.000,0.452,0
,Q287_R12_C8,0.915,59,0.931,1.000,0.231,1
,Q287_R12_C9,0.882,41,0.940,1.000,0.572,1
,Q287_R12_C10,0.893,44,0.934,1.000,0.141,1
,Q287_R13_C1,0.956,108,0.600,1.000,0.011,1
,Q287_R13_C2,0.929,53,0.651,1.000,0.198,1
,Q287_R13_C3,0.920,115,0.911,1.000,0.413,1
,Q287_R13_C4,1.000,94,0.688,1.000,0.330,0
,Q287_R13_C5,0.927,65,0.860,1.000,0.371,1
,Q287_R13_C6,0.947,67,0.932,1.000,0.105,1
,Q287_R13_C7,0.877,64,0.970,1.000,0.522,1
,Q287_R13_C8,0.886,32,0.929,1.000,0.286,1
,Q287_R13_C9,0.983,60,0.721,1.000,0.002,0
,Q287_R13_C10,0.917,173,0.953,1.000,0.389,1
,Q287_R14_C1,0.975,192,0.552,1.000,0.300,0
,Q287_R14_C2,0.908,66,0.960,1.000,0.309,0
,Q287_R14_C3,0.981,121,0.836,1.000,0.184,0
,Q287_R14_C4,0.936,146,0.921,1.000,0.553,0
,Q287_R14_C5,0.940,106,0.785,1.000,0.050,0
,Q287_R14_C6,0.980,143,0.833,1.000,0.372,0
,Q287_R14_C7,1.000,183,0.381,1.000,0.026,0
,Q287_R14_C8,0.985,36,0.862,1.000,0.019,0
,Q287_R14_C9,0.940,109,0.954,1.000,0.292,0
,Q287_R14_C10,0.978,157,0.623,1.000,-0.075,0
,Q287_R19_C1,0.971,94,0.777,1.000,-0.080,0
,Q287_R19_C2,0.920,127,0.915,1.000,0.307,0
,Q287_R19_C3,0.970,140,0.786,1.000,-0.063,1
,Q287_R19_C4,0.957,152,0.893,1.000,0.241,0
,Q287_R19_C5,0.959,145,0.906,1.000,0.400,0
,Q287_R19_C6,0.871,3,0.940,0.986,0.327,1
,Q287_R19_C7,0.887,60,0.960,0.989,0.444,0
,Q287_R19_C8,0.942,126,0.925,1.000,0.015,1
,Q287_R19_C9,0.928,762,0.956,1.000,0.107,1
,Q287_R19_C10,0.877,66,0.956,0.977,0.446,1
,Q287_R20_C1,0.930,68,0.925,1.000,0.143,0
,Q287_R20_C2,0.960,136,0.925,1.000,0.220,0
,Q287_R20_C3,0.960,70,0.669,1.000,-0.111,0
,Q287_R20_C4,0.981,133,0.914,1.000,0.208,0
,Q287_R20_C5,0.976,188,0.806,1.000,0.001,0
,Q287_R20_C6,0.942,62,0.856,0.981,0.241,0
,Q287_R20_C7,0.957,87,0.629,1.000,-0.153,0
,Q287_R20_C8,0.975,196,0.593,1.000,-0.078,0
,Q287_R20_C9,0.960,139,0.912,1.000,0.192,0
,Q287_R20_C10,0.915,52,0.798,1.000,-0.298,0
,Q287_R22_C1,0.961,68,0.825,1.000,0.137,0
,Q287_R22_C2,0.957,160,0.832,1.000,0.411,0
,Q287_R22_C3,0.909,98,0.903,1.000,0.322,0
,Q287_R22_C4,1.000,185,0.500,1.000,0.240,0
,Q287_R22_C5,0.959,148,0.823,1.000,0.306,0
,Q287_R22_C6,0.897,53,0.878,0.985,0.078,0
,Q287_R22_C7,0.868,61,0.907,1.000,0.235,0
,Q287_R22_C8,0.963,121,0.840,1.000,0.049,0
,Q287_R22_C9,0.915,28,0.911,1.000,0.158,0
,Q287_R22_C10,0.959,148,0.823,1.000,0.306,0
,Q287_R23_C1,0.957,156,0.921,1.000,0.385,0
,Q287_R23_C2,1.000,195,0.000,1.000,-0.055,0
,Q287_R23_C3,0.968,31,0.934,1.000,0.319,0
,Q287_R23_C4,0.949,97,0.919,1.000,0.006,0
,Q287_R23_C5,0.956,148,0.908,1.000,0.395,0
,Q287_R23_C6,0.968,44,0.919,1.000,0.183,0
,Q287_R23_C7,0.912,12,0.955,1.000,0.341,0
,Q287_R23_C8,0.898,168,0.965,1.000,0.269,0
,Q287_R23_C9,0.953,258,0.896,1.000,-0.136,0
,Q287_R23_C10,0.977,175,0.801,1.000,0.390,0
,Q288_R2_C1,0.865,29,0.943,0.977,0.527,1
,Q288_R2_C2,0.969,62,0.909,1.000,0.259,0
,Q288_R2_C3,0.971,59,0.904,1.000,0.308,0
,Q288_R2_C4,0.896,43,0.936,1.000,0.429,0
,Q288_R2_C5,0.900,135,0.936,1.000,0.394,0
,Q288_R2_C6,0.966,82,0.817,1.000,0.337,0
,Q288_R2_C7,0.958,108,0.812,1.000,0.204,0
,Q288_R2_C8,0.931,72,0.773,1.000,0.169,0
,Q288_R2_C9,0.964,81,0.833,1.000,0.221,0
,Q288_R2_C10,0.966,79,0.818,1.000,0.115,0
,Q288_R3_C1,0.982,84,0.739,1.000,0.093,0
,Q288_R3_C2,0.967,73,0.702,1.000,0.101,0
,Q288_R3_C3,0.957,31,0.924,1.000,0.404,1
,Q288_R3_C4,1.000,1,0.606,1.000,0.084,0
,Q288_R3_C5,0.962,87,0.745,1.000,0.016,0
,Q288_R3_C6,1.000,100,0.000,1.000,0.142,1
,Q288_R3_C7,1.000,83,0.930,1.000,0.533,1
,Q288_R3_C8,1.000,101,0.665,1.000,-0.068,0
,Q288_R3_C9,1.000,10,0.254,1.000,0.400,0
,Q288_R3_C10,0.967,76,0.690,1.000,0.213,0
,Q288_R13_C1,1.000,104,0.782,1.000,-0.097,0
,Q288_R13_C2,0.944,47,0.906,1.000,0.293,0
,Q288_R13_C3,0.971,46,0.848,1.000,-0.006,0
,Q288_R13_C4,0.946,192,0.915,1.000,0.059,0
,Q288_R13_C5,0.962,58,0.909,1.000,0.222,0
,Q288_R13_C6,0.971,46,0.896,1.000,0.220,0
,Q288_R13_C7,0.962,160,0.908,1.000,-0.023,0
,Q288_R13_C8,1.000,93,0.655,1.000,-0.152,0
,Q288_R13_C9,1.000,36,0.353,1.000,-0.040,0
,Q288_R13_C10,0.919,209,0.895,1.000,0.203,0
,Q288_R18_C1,1.000,99,0.783,1.000,0.216,0
,Q288_R18_C2,1.000,101,0.687,1.000,0.282,0
,Q288_R18_C3,0.907,16,0.920,1.000,0.448,0
,Q288_R18_C4,0.967,81,0.873,1.000,0.082,0
,Q288_R18_C5,0.930,5,0.888,1.000,0.333,0
,Q288_R18_C6,0.968,76,0.908,1.000,0.248,0
,Q288_R18_C7,1.000,88,0.861,1.000,0.092,0
,Q288_R18_C8,0.958,100,0.859,1.000,0.273,0
,Q288_R18_C9,0.970,50,0.870,1.000,0.210,0
,Q288_R18_C10,0.973,44,0.866,1.000,0.365,1
,Q288_R20_C1,0.915,12,0.939,1.000,0.445,1
,Q288_R20_C2,1.000,67,0.892,1.000,0.199,1
,Q288_R20_C3,0.932,290,0.950,1.000,0.349,1
,Q288_R20_C4,0.939,52,0.897,1.000,0.033,0
,Q288_R20_C5,1.000,88,0.576,1.000,0.136,1
,Q288_R20_C6,0.947,21,0.842,1.000,0.286,1
,Q288_R20_C7,0.912,28,0.877,1.000,0.347,0
,Q288_R20_C8,0.893,99,0.942,1.000,0.515,0
,Q288_R20_C9,0.971,39,0.836,1.000,0.046,0
,Q288_R20_C10,1.000,108,0.449,1.000,0.133,1
,Q288_R30_C1,0.961,235,0.925,1.000,0.321,0
,Q288_R30_C2,0.935,63,0.938,1.000,0.246,0
,Q288_R30_C3,0.964,76,0.816,1.000,0.107,0
,Q288_R30_C4,0.896,128,0.945,1.000,0.309,0
,Q288_R30_C5,0.972,39,0.900,1.000,0.330,0
,Q288_R30_C6,0.963,78,0.867,1.000,0.316,0
,Q288_R30_C7,0.972,52,0.907,1.000,0.265,0
,Q288_R30_C8,0.926,80,0.883,1.000,0.223,0
,Q288_R30_C9,0.957,94,0.903,1.000,0.244,0
,Q288_R30_C10,0.939,82,0.849,1.000,0.142,0
,Q288_R39_C1,0.929,509,0.945,1.000,0.334,0
,Q288_R39_C2,0.971,44,0.862,0.975,0.186,0
,Q288_R39_C3,1.000,99,0.739,1.000,0.066,0
,Q288_R39_C4,0.886,12,0.907,0.949,0.508,0
,Q288_R39_C5,0.921,186,0.937,1.000,0.221,0
,Q288_R39_C6,0.870,59,0.927,0.983,0.415,0
,Q288_R39_C7,0.884,397,0.936,1.000,0.401,0
,Q288_R39_C8,0.946,126,0.903,1.000,0.240,0
,Q288_R39_C9,0.932,21,0.931,0.981,0.273,0
,Q288_R39_C10,0.962,83,0.887,1.000,0.173,0
,Q288_R49_C1,0.921,120,0.940,1.000,0.308,0
,Q288_R49_C2,0.921,13,0.907,1.000,0.345,0
,Q288_R49_C3,0.922,162,0.924,1.000,0.182,0
,Q288_R49_C4,0.904,75,0.911,1.000,0.322,0
,Q288_R49_C5,0.909,50,0.885,1.000,0.291,0
,Q288_R49_C6,1.000,96,0.783,1.000,0.081,0
,Q288_R49_C7,0.917,64,0.907,1.000,0.088,0
