id,question1_id,question2_id,jaccard_distance,length_difference,cosine_similarity,relevance
2722,Q223,Q223_R7,0.948,308,0.684,0
2723,Q223,Q223_R8,0.932,81,0.573,0
2724,Q223,Q223_R11,0.925,265,0.704,0
2725,Q223,Q223_R15,0.938,119,0.519,0
2726,Q223,Q223_R18,0.932,329,0.745,0
2727,Q223,Q223_R20,0.944,18,0.352,0
2728,Q223,Q223_R23,0.85,53,0.493,1
2729,Q224,Q224_R13,0.914,95,0.716,0
2730,Q224,Q224_R16,0.868,74,0.621,1
2731,Q224,Q224_R33,0.914,224,0.801,0
2732,Q224,Q224_R36,0.938,193,0.773,0
2733,Q224,Q224_R37,0.94,6,0.788,0
2734,Q224,Q224_R38,0.924,220,0.811,0
2735,Q224,Q224_R39,0.892,94,0.605,0
2736,Q224,Q224_R42,0.913,205,0.749,0
2737,Q224,Q224_R43,0.934,117,0.801,0
2738,Q224,Q224_R46,0.947,147,0.746,0
2739,Q225,Q225_R9,0.958,353,0.681,1
2740,Q225,Q225_R23,0.921,312,0.495,0
2741,Q225,Q225_R24,0.984,198,0.54,0
2742,Q225,Q225_R29,0.926,146,0.598,0
2743,Q225,Q225_R30,0.964,196,0.501,0
2744,Q225,Q225_R32,0.971,330,0.527,0
2745,Q225,Q225_R36,0.953,207,0.572,0
2746,Q225,Q225_R39,0.939,281,0.643,0
2747,Q225,Q225_R42,0.946,327,0.547,1
2748,Q225,Q225_R44,0.935,37,0.471,0
2749,Q226,Q226_R3,0.816,116,0.842,1
2750,Q226,Q226_R4,0.854,230,0.763,1
2751,Q226,Q226_R10,0.867,120,0.824,1
2752,Q226,Q226_R13,0.91,266,0.652,1
2753,Q226,Q226_R16,0.825,112,0.81,1
2754,Q226,Q226_R28,0.942,224,0.789,0
2755,Q226,Q226_R36,0.899,327,0.777,1
2756,Q226,Q226_R45,0.83,27,0.846,1
2757,Q226,Q226_R50,0.847,193,0.829,1
2758,Q226,Q226_R60,0.853,43,0.783,0
2759,Q227,Q227_R3,0.873,38,0.795,1
2760,Q227,Q227_R4,0.821,202,0.839,1
2761,Q227,Q227_R29,0.94,173,0.771,1
2762,Q227,Q227_R44,0.929,182,0.837,0
2763,Q227,Q227_R45,0.947,142,0.667,0
2764,Q227,Q227_R48,0.885,33,0.726,0
2765,Q227,Q227_R50,0.93,25,0.762,0
2766,Q227,Q227_R69,0.972,45,0.625,0
2767,Q227,Q227_R77,0.913,55,0.768,0
2768,Q227,Q227_R83,0.902,117,0.743,0
2769,Q228,Q228_R2,0.863,305,0.675,1
2770,Q228,Q228_R8,0.895,238,0.654,1
2771,Q228,Q228_R9,0.95,108,0.658,0
2772,Q228,Q228_R16,0.864,156,0.666,1
2773,Q228,Q228_R17,0.935,35,0.67,1
2774,Q228,Q228_R30,0.949,223,0.756,0
2775,Q228,Q228_R33,0.906,160,0.662,0
2776,Q228,Q228_R34,0.921,234,0.732,0
2777,Q228,Q228_R35,0.927,73,0.631,0
2778,Q228,Q228_R36,0.912,237,0.5,0
2779,Q229,Q229_R2,0.897,186,0.766,1
2780,Q229,Q229_R4,0.872,152,0.675,1
2781,Q229,Q229_R5,0.864,114,0.777,1
2782,Q229,Q229_R6,0.913,13,0.754,0
2783,Q229,Q229_R8,0.903,10,0.72,1
2784,Q229,Q229_R9,0.929,268,0.603,0
2785,Q229,Q229_R10,0.944,110,0.639,0
2786,Q229,Q229_R12,0.873,239,0.726,0
2787,Q229,Q229_R13,0.952,167,0.663,0
2788,Q229,Q229_R15,0.976,196,0.58,0
2789,Q230,Q230_R13,0.957,252,0.686,0
2790,Q230,Q230_R18,0.96,217,0.667,0
2791,Q230,Q230_R34,0.9,182,0.575,0
2792,Q230,Q230_R36,0.975,435,0.596,0
2793,Q230,Q230_R44,0.981,220,0.519,0
2794,Q230,Q230_R57,0.949,142,0.494,0
2795,Q230,Q230_R59,0.967,410,0.534,0
2796,Q230,Q230_R66,0.95,42,0.604,0
2797,Q230,Q230_R77,0.985,391,0.427,0
2798,Q230,Q230_R78,0.986,413,0.4,0
2799,Q231,Q231_R8,0.894,9,0.838,1
2800,Q231,Q231_R11,0.867,2,0.808,1
2801,Q231,Q231_R13,0.94,219,0.73,0
2802,Q231,Q231_R18,0.905,126,0.791,1
2803,Q231,Q231_R20,0.914,237,0.657,0
2804,Q231,Q231_R27,0.944,291,0.632,0
2805,Q231,Q231_R29,0.892,58,0.764,1
2806,Q231,Q231_R36,0.929,14,0.785,0
2807,Q231,Q231_R39,0.885,123,0.723,1
2808,Q231,Q231_R40,0.843,14,0.714,1
2809,Q232,Q232_R30,0.843,107,0.84,0
2810,Q232,Q232_R37,0.831,62,0.762,0
2811,Q232,Q232_R40,0.807,176,0.83,0
2812,Q232,Q232_R46,0.867,147,0.633,1
2813,Q232,Q232_R49,0.783,185,0.781,1
2814,Q232,Q232_R60,0.847,208,0.81,0
2815,Q232,Q232_R61,0.809,146,0.698,0
2816,Q232,Q232_R71,0.845,35,0.578,1
2817,Q232,Q232_R77,0.887,83,0.706,1
2818,Q232,Q232_R81,0.86,233,0.834,0
2819,Q233,Q233_R1,0.847,177,0.851,1
2820,Q233,Q233_R2,0.837,186,0.891,1
2821,Q233,Q233_R4,0.896,36,0.813,1
2822,Q233,Q233_R7,0.859,43,0.777,1
2823,Q233,Q233_R9,0.908,251,0.813,1
2824,Q233,Q233_R10,0.918,77,0.681,1
2825,Q233,Q233_R12,0.908,37,0.822,1
2826,Q233,Q233_R14,0.841,185,0.86,1
2827,Q233,Q233_R15,0.892,8,0.861,0
2828,Q233,Q233_R16,0.847,114,0.787,1
2829,Q234,Q234_R3,0.83,102,0.838,1
2830,Q234,Q234_R5,0.822,35,0.756,1
2831,Q234,Q234_R9,0.733,62,0.561,1
2832,Q234,Q234_R20,0.871,262,0.79,1
2833,Q234,Q234_R21,0.909,315,0.707,1
2834,Q234,Q234_R35,0.871,247,0.787,0
2835,Q234,Q234_R41,0.899,263,0.801,1
2836,Q234,Q234_R45,0.913,362,0.699,1
2837,Q234,Q234_R50,0.887,55,0.793,1
2838,Q234,Q234_R59,0.952,18,0.609,1
2839,Q235,Q235_R6,0.847,230,0.843,1
2840,Q235,Q235_R9,0.928,271,0.708,0
2841,Q235,Q235_R12,0.872,8,0.745,1
2842,Q235,Q235_R13,0.869,61,0.821,0
2843,Q235,Q235_R14,0.911,247,0.75,0
2844,Q235,Q235_R21,0.911,101,0.789,0
2845,Q235,Q235_R23,0.917,45,0.887,0
2846,Q235,Q235_R25,0.898,210,0.851,0
2847,Q235,Q235_R28,0.864,13,0.851,0
2848,Q235,Q235_R37,0.901,317,0.586,0
2849,Q236,Q236_R1,0.865,56,0.715,1
2850,Q236,Q236_R3,0.887,21,0.775,1
2851,Q236,Q236_R5,0.859,218,0.775,1
2852,Q236,Q236_R20,0.929,38,0.656,1
2853,Q236,Q236_R21,0.845,193,0.806,1
2854,Q236,Q236_R22,0.859,328,0.767,0
2855,Q236,Q236_R36,0.903,379,0.618,1
2856,Q236,Q236_R40,0.906,21,0.82,1
2857,Q236,Q236_R42,0.9,2,0.711,1
2858,Q236,Q236_R46,0.9,51,0.621,1
2859,Q237,Q237_R12,0.948,234,0.646,0
2860,Q237,Q237_R15,0.882,212,0.649,0
2861,Q237,Q237_R23,0.953,410,0.626,0
2862,Q237,Q237_R27,0.875,18,0.575,0
2863,Q237,Q237_R30,0.935,138,0.478,0
2864,Q237,Q237_R31,0.942,288,0.561,0
2865,Q237,Q237_R38,0.853,101,0.514,0
2866,Q237,Q237_R58,0.919,84,0.562,0
2867,Q237,Q237_R59,0.873,295,0.599,1
2868,Q237,Q237_R65,0.938,386,0.762,0
2869,Q238,Q238_R3,0.793,120,0.858,1
2870,Q238,Q238_R4,0.857,117,0.884,1
2871,Q238,Q238_R8,0.905,318,0.827,0
2872,Q238,Q238_R9,0.84,6,0.859,1
2873,Q238,Q238_R10,0.945,328,0.745,0
2874,Q238,Q238_R13,0.908,216,0.855,0
2875,Q238,Q238_R21,0.955,344,0.65,0
2876,Q238,Q238_R22,0.897,9,0.901,0
2877,Q238,Q238_R30,0.875,51,0.903,0
2878,Q238,Q238_R36,0.895,231,0.828,0
2879,Q239,Q239_R2,0.872,56,0.766,1
2880,Q239,Q239_R6,0.928,344,0.822,1
2881,Q239,Q239_R13,0.688,6,0.766,1
2882,Q239,Q239_R17,0.906,56,0.586,1
2883,Q239,Q239_R18,0.839,165,0.743,1
2884,Q239,Q239_R21,0.852,143,0.76,1
2885,Q239,Q239_R31,0.83,155,0.694,1
2886,Q239,Q239_R53,0.807,192,0.798,1
2887,Q239,Q239_R54,0.92,342,0.678,0
2888,Q239,Q239_R56,0.911,24,0.742,0
2889,Q240,Q240_R1,0.842,30,0.847,1
2890,Q240,Q240_R3,0.843,95,0.81,0
2891,Q240,Q240_R14,0.924,243,0.748,0
2892,Q240,Q240_R19,0.84,102,0.76,1
2893,Q240,Q240_R28,0.836,146,0.872,1
2894,Q240,Q240_R31,0.881,168,0.848,0
2895,Q240,Q240_R32,0.836,161,0.868,0
2896,Q240,Q240_R35,0.892,164,0.828,0
2897,Q240,Q240_R39,0.814,91,0.863,0
2898,Q240,Q240_R40,0.796,111,0.816,1
2899,Q241,Q241_R19,0.843,93,0.854,0
2900,Q241,Q241_R23,0.889,114,0.806,0
2901,Q241,Q241_R37,0.851,65,0.756,0
2902,Q241,Q241_R41,0.913,121,0.768,0
2903,Q241,Q241_R42,0.873,92,0.724,0
2904,Q241,Q241_R43,0.914,80,0.741,0
2905,Q241,Q241_R47,0.859,8,0.879,0
2906,Q241,Q241_R92,0.822,97,0.761,0
2907,Q241,Q241_R97,0.929,206,0.23,0
2908,Q241,Q241_R98,0.957,73,0.425,0
2909,Q242,Q242_R3,0.892,146,0.875,1
2910,Q242,Q242_R8,0.819,180,0.806,1
2911,Q242,Q242_R9,0.874,144,0.873,1
2912,Q242,Q242_R15,0.823,11,0.896,1
2913,Q242,Q242_R24,0.885,63,0.864,0
2914,Q242,Q242_R28,0.865,19,0.819,1
2915,Q242,Q242_R36,0.848,46,0.846,0
2916,Q242,Q242_R41,0.856,40,0.918,1
2917,Q242,Q242_R42,0.897,253,0.814,1
2918,Q242,Q242_R45,0.805,157,0.874,1
2919,Q243,Q243_R5,0.822,155,0.838,0
2920,Q243,Q243_R12,0.878,103,0.739,0
2921,Q243,Q243_R16,0.895,161,0.622,0
2922,Q243,Q243_R20,0.831,16,0.773,0
2923,Q243,Q243_R23,0.882,26,0.796,0
2924,Q243,Q243_R39,0.878,26,0.729,0
2925,Q243,Q243_R43,0.856,142,0.803,0
2926,Q243,Q243_R45,0.882,71,0.759,0
2927,Q243,Q243_R51,0.861,179,0.793,1
2928,Q243,Q243_R77,0.882,211,0.807,0
2929,Q244,Q244_R4,0.833,28,0.646,1
2930,Q244,Q244_R12,0.967,332,0.622,0
2931,Q244,Q244_R15,0.926,49,0.682,0
2932,Q244,Q244_R18,0.875,30,0.727,1
2933,Q244,Q244_R19,0.951,239,0.765,0
2934,Q244,Q244_R21,0.939,74,0.737,1
2935,Q244,Q244_R29,0.906,108,0.565,0
2936,Q244,Q244_R33,0.911,196,0.662,0
2937,Q244,Q244_R34,0.938,196,0.609,0
2938,Q244,Q244_R35,0.949,144,0.64,0
2939,Q245,Q245_R4,0.962,191,0.873,1
2940,Q245,Q245_R7,0.879,85,0.566,1
2941,Q245,Q245_R8,0.875,78,0.606,0
2942,Q245,Q245_R12,0.875,25,0.828,1
2943,Q245,Q245_R17,0.911,21,0.717,0
2944,Q245,Q245_R18,0.909,30,0.838,0
2945,Q245,Q245_R19,0.921,286,0.738,0
2946,Q245,Q245_R27,0.952,61,0.769,0
2947,Q245,Q245_R32,0.946,164,0.819,0
2948,Q245,Q245_R34,0.943,323,0.836,0
2949,Q246,Q246_R13,0.889,266,0.749,1
2950,Q246,Q246_R15,0.907,117,0.693,1
2951,Q246,Q246_R18,0.891,132,0.741,1
2952,Q246,Q246_R27,0.919,314,0.611,0
2953,Q246,Q246_R41,0.908,273,0.799,0
2954,Q246,Q246_R50,0.652,21,0.776,1
2955,Q246,Q246_R54,0.75,36,0.708,1
2956,Q246,Q246_R76,0.75,68,0.732,0
2957,Q246,Q246_R77,0.826,40,0.661,0
2958,Q246,Q246_R78,0.839,306,0.851,1
2959,Q247,Q247_R14,0.902,14,0.716,0
2960,Q247,Q247_R19,0.907,227,0.724,0
2961,Q247,Q247_R31,0.925,253,0.757,0
2962,Q247,Q247_R38,0.935,247,0.758,0
2963,Q247,Q247_R41,0.708,102,0.867,0
2964,Q247,Q247_R44,0.941,53,0.743,0
2965,Q247,Q247_R46,0.913,7,0.573,0
2966,Q247,Q247_R57,0.9,20,0.635,0
2967,Q247,Q247_R59,0.941,50,0.362,0
2968,Q247,Q247_R62,0.952,238,0.64,0
2969,Q248,Q248_R3,0.962,94,0.472,1
2970,Q248,Q248_R8,0.908,228,0.719,1
2971,Q248,Q248_R12,0.877,100,0.809,1
2972,Q248,Q248_R14,0.935,139,0.723,0
2973,Q248,Q248_R30,0.909,120,0.799,1
2974,Q248,Q248_R31,0.865,30,0.814,0
2975,Q248,Q248_R32,0.84,71,0.794,0
2976,Q248,Q248_R35,0.955,92,0.603,1
2977,Q248,Q248_R37,0.931,53,0.672,0
2978,Q248,Q248_R45,0.92,13,0.83,1
2979,Q249,Q249_R2,0.808,34,0.626,1
2980,Q249,Q249_R10,0.935,116,0.538,1
2981,Q249,Q249_R20,0.871,63,0.567,0
2982,Q249,Q249_R29,0.957,167,0.543,1
2983,Q249,Q249_R31,0.968,303,0.5,0
2984,Q249,Q249_R33,0.907,163,0.545,0
2985,Q249,Q249_R41,0.905,4,0.509,0
2986,Q249,Q249_R48,0.969,326,0.535,0
2987,Q249,Q249_R50,0.958,165,0.549,0
2988,Q249,Q249_R51,0.976,402,0.551,0
2989,Q250,Q250_R1,0.786,40,0.834,1
2990,Q250,Q250_R3,0.858,14,0.849,0
2991,Q250,Q250_R10,0.883,42,0.838,1
2992,Q250,Q250_R22,0.904,270,0.757,1
2993,Q250,Q250_R23,0.914,248,0.75,1
2994,Q250,Q250_R27,0.861,13,0.905,1
2995,Q250,Q250_R39,0.951,260,0.634,1
2996,Q250,Q250_R41,0.896,173,0.793,1
2997,Q250,Q250_R53,0.885,220,0.823,0
2998,Q250,Q250_R65,0.895,241,0.822,0
2999,Q251,Q251_R1,0.871,48,0.756,1
3000,Q251,Q251_R6,0.977,19,0.713,1
3001,Q251,Q251_R27,0.863,226,0.637,0
3002,Q251,Q251_R28,0.962,255,0.638,0
3003,Q251,Q251_R30,0.912,117,0.735,0
3004,Q251,Q251_R41,0.931,250,0.608,0
3005,Q251,Q251_R42,0.935,60,0.709,0
3006,Q251,Q251_R54,0.964,96,0.565,0
3007,Q251,Q251_R62,0.956,47,0.619,0
3008,Q251,Q251_R68,0.979,47,0.572,0
3009,Q252,Q252_R3,0.889,59,0.801,1
3010,Q252,Q252_R6,0.899,114,0.756,0
3011,Q252,Q252_R8,0.895,291,0.892,0
3012,Q252,Q252_R9,0.937,136,0.724,1
3013,Q252,Q252_R23,0.892,202,0.825,1
3014,Q252,Q252_R27,0.904,12,0.64,1
3015,Q252,Q252_R34,0.899,325,0.836,0
3016,Q252,Q252_R39,0.884,164,0.677,1
3017,Q252,Q252_R43,0.843,110,0.862,0
3018,Q252,Q252_R52,0.894,101,0.832,0
3019,Q253,Q253_R2,0.786,34,0.856,1
3020,Q253,Q253_R3,0.79,115,0.731,1
3021,Q253,Q253_R4,0.831,268,0.837,1
3022,Q253,Q253_R5,0.783,164,0.757,1
3023,Q253,Q253_R7,0.843,85,0.775,1
3024,Q253,Q253_R19,0.918,154,0.66,1
3025,Q253,Q253_R22,0.868,142,0.763,1
3026,Q253,Q253_R23,0.887,43,0.696,0
3027,Q253,Q253_R26,0.846,114,0.768,1
3028,Q253,Q253_R29,0.809,142,0.797,1
3029,Q254,Q254_R2,0.885,32,0.888,1
3030,Q254,Q254_R5,0.821,74,0.744,1
3031,Q254,Q254_R9,0.968,51,0.53,1
3032,Q254,Q254_R43,0.944,317,0.603,1
3033,Q254,Q254_R50,0.887,43,0.848,1
3034,Q254,Q254_R66,0.907,272,0.72,1
3035,Q254,Q254_R69,0.876,22,0.855,1
3036,Q254,Q254_R80,0.875,145,0.838,1
3037,Q254,Q254_R87,0.882,6,0.732,1
3038,Q254,Q254_R90,0.901,87,0.839,1
3039,Q255,Q255_R7,0.893,137,0.745,0
3040,Q255,Q255_R9,0.887,308,0.737,1
3041,Q255,Q255_R11,0.917,172,0.78,0
3042,Q255,Q255_R12,0.887,110,0.68,1
3043,Q255,Q255_R13,0.868,101,0.734,0
3044,Q255,Q255_R17,0.899,385,0.643,0
3045,Q255,Q255_R18,0.912,130,0.714,1
3046,Q255,Q255_R20,0.944,223,0.676,0
3047,Q255,Q255_R26,0.917,203,0.76,1
3048,Q255,Q255_R34,0.833,49,0.597,0
3049,Q256,Q256_R3,0.911,11,0.711,1
3050,Q256,Q256_R6,0.862,290,0.804,1
3051,Q256,Q256_R8,0.915,74,0.772,0
3052,Q256,Q256_R9,0.905,321,0.7,1
3053,Q256,Q256_R12,0.87,47,0.697,0
3054,Q256,Q256_R13,0.909,29,0.789,1
3055,Q256,Q256_R17,0.873,72,0.757,1
3056,Q256,Q256_R25,0.877,198,0.806,0
3057,Q256,Q256_R31,0.935,2,0.675,0
3058,Q256,Q256_R38,0.892,316,0.842,0
3059,Q257,Q257_R3,0.875,15,0.795,0
3060,Q257,Q257_R8,0.839,92,0.846,0
3061,Q257,Q257_R10,0.914,186,0.769,0
3062,Q257,Q257_R14,0.894,21,0.814,0
3063,Q257,Q257_R17,0.893,175,0.85,0
3064,Q257,Q257_R22,0.874,187,0.875,0
3065,Q257,Q257_R35,0.882,225,0.797,1
3066,Q257,Q257_R38,0.857,23,0.876,0
3067,Q257,Q257_R48,0.907,108,0.687,0
3068,Q257,Q257_R53,0.884,121,0.814,0
3069,Q258,Q258_R5,0.846,161,0.77,1
3070,Q258,Q258_R28,0.92,206,0.703,0
3071,Q258,Q258_R46,0.879,52,0.856,0
3072,Q258,Q258_R48,0.869,51,0.855,0
3073,Q258,Q258_R50,0.869,224,0.816,0
3074,Q258,Q258_R64,0.901,147,0.827,0
3075,Q258,Q258_R71,0.893,182,0.672,0
3076,Q258,Q258_R77,0.879,11,0.804,0
3077,Q258,Q258_R78,0.921,64,0.843,0
3078,Q258,Q258_R85,0.864,59,0.836,0
3079,Q259,Q259_R5,0.944,111,0.403,1
3080,Q259,Q259_R6,0.885,32,0.833,1
3081,Q259,Q259_R17,0.873,143,0.706,1
3082,Q259,Q259_R18,0.893,83,0.821,1
3083,Q259,Q259_R25,0.843,30,0.736,1
3084,Q259,Q259_R27,0.845,118,0.792,0
3085,Q259,Q259_R28,0.876,58,0.767,0
3086,Q259,Q259_R29,0.842,245,0.652,0
3087,Q259,Q259_R34,0.85,2,0.86,1
3088,Q259,Q259_R51,0.84,101,0.854,0
3089,Q260,Q260_R5,0.906,90,0.778,1
3090,Q260,Q260_R6,0.94,247,0.752,1
3091,Q260,Q260_R8,0.912,79,0.862,1
3092,Q260,Q260_R9,0.946,217,0.725,1
3093,Q260,Q260_R14,0.919,72,0.723,1
3094,Q260,Q260_R20,0.966,251,0.746,1
3095,Q260,Q260_R28,0.923,60,0.685,1
3096,Q260,Q260_R31,0.8,67,0.762,1
3097,Q260,Q260_R32,0.902,47,0.782,1
3098,Q260,Q260_R37,0.935,30,0.674,1
3099,Q261,Q261_R7,0.978,268,0.448,1
3100,Q261,Q261_R10,0.889,226,0.623,0
3101,Q261,Q261_R18,0.898,3,0.632,0
3102,Q261,Q261_R19,0.861,280,0.778,0
3103,Q261,Q261_R24,0.848,151,0.653,0
3104,Q261,Q261_R28,0.893,245,0.77,1
3105,Q261,Q261_R30,0.846,35,0.555,0
3106,Q261,Q261_R33,0.857,256,0.754,0
3107,Q261,Q261_R37,0.909,13,0.643,0
3108,Q261,Q261_R38,0.957,52,0.542,1
3109,Q262,Q262_R12,0.84,26,0.805,1
3110,Q262,Q262_R32,0.897,100,0.662,1
3111,Q262,Q262_R35,0.952,1,0.576,1
3112,Q262,Q262_R37,0.885,205,0.748,0
3113,Q262,Q262_R40,0.892,198,0.782,1
3114,Q262,Q262_R46,0.915,70,0.785,1
3115,Q262,Q262_R47,0.855,37,0.633,1
3116,Q262,Q262_R55,0.869,48,0.773,0
3117,Q262,Q262_R57,0.883,119,0.63,1
3118,Q262,Q262_R60,0.901,91,0.641,0
3119,Q263,Q263_R2,0.865,137,0.868,1
3120,Q263,Q263_R3,0.762,21,0.894,1
3121,Q263,Q263_R5,0.817,93,0.839,1
3122,Q263,Q263_R6,0.945,243,0.586,1
3123,Q263,Q263_R9,0.859,157,0.818,1
3124,Q263,Q263_R14,0.817,31,0.868,1
3125,Q263,Q263_R15,0.894,146,0.858,1
3126,Q263,Q263_R26,0.91,16,0.875,0
3127,Q263,Q263_R31,0.83,93,0.878,1
3128,Q263,Q263_R32,0.859,186,0.727,0
3129,Q264,Q264_R2,0.052,1,0.999,1
3130,Q264,Q264_R28,0.971,318,0.465,0
3131,Q264,Q264_R31,0.952,334,0.398,0
3132,Q264,Q264_R36,0.894,292,0.655,1
3133,Q264,Q264_R37,0.862,51,0.82,1
3134,Q264,Q264_R41,0.883,92,0.77,0
3135,Q264,Q264_R43,0.875,186,0.66,0
3136,Q264,Q264_R46,0.887,218,0.785,0
3137,Q264,Q264_R47,0.901,174,0.611,0
3138,Q264,Q264_R56,0.941,262,0.423,1
3139,Q265,Q265_R2,0.822,16,0.911,1
3140,Q265,Q265_R3,0.849,106,0.888,1
3141,Q265,Q265_R5,0.837,21,0.784,1
3142,Q265,Q265_R7,0.886,161,0.849,1
3143,Q265,Q265_R9,0.922,9,0.832,1
3144,Q265,Q265_R12,0.875,70,0.809,1
3145,Q265,Q265_R14,0.849,58,0.879,1
3146,Q265,Q265_R15,0.816,55,0.741,0
3147,Q265,Q265_R17,0.879,123,0.772,1
3148,Q265,Q265_R20,0.925,102,0.572,1
3149,Q266,Q266_R11,0.786,53,0.776,1
3150,Q266,Q266_R22,0.857,103,0.697,1
3151,Q266,Q266_R25,0.923,62,0.715,0
3152,Q266,Q266_R31,0.842,5,0.826,0
3153,Q266,Q266_R35,0.898,212,0.714,0
3154,Q266,Q266_R36,0.844,76,0.847,1
3155,Q266,Q266_R51,0.852,22,0.875,1
3156,Q266,Q266_R55,0.899,11,0.837,0
3157,Q266,Q266_R61,0.925,79,0.644,0
3158,Q266,Q266_R65,0.882,92,0.794,0
3159,Q267,Q267_R1,0.786,10,0.714,1
3160,Q267,Q267_R4,0.797,178,0.689,1
3161,Q267,Q267_R6,0.877,190,0.642,1
3162,Q267,Q267_R14,0.802,247,0.754,1
3163,Q267,Q267_R15,0.816,77,0.592,1
3164,Q267,Q267_R28,0.761,9,0.663,1
3165,Q267,Q267_R32,0.714,21,0.706,1
3166,Q267,Q267_R37,0.78,53,0.675,1
3167,Q267,Q267_R44,0.857,49,0.785,1
3168,Q267,Q267_R48,0.714,80,0.684,1
